x,t=3.60e+02s,t=7.20e+02s,t=3.60e+03s,t=2.16e+04s
7.494989979959919713e-04,1.540457397951750998e+24,1.868548183224147306e+24,2.153170402801953479e+24,2.181574830261283951e+24
7.454909819639278339e-04,1.543835305139679013e+24,1.870434875760234197e+24,2.153674413674388901e+24,2.181931349750241726e+24
7.535070140280561088e-04,1.537085841349127910e+24,1.866663754887804924e+24,2.152666462683732866e+24,2.181218310790383023e+24
7.494989979959919713e-04,1.540457397951750730e+24,1.868548183224145964e+24,2.153170402801954016e+24,2.181574830261283414e+24
7.575150300601202463e-04,1.533720663248724317e+24,1.864781601255191671e+24,2.152162593685152542e+24,2.180861791337633970e+24
7.535070140280561088e-04,1.537085841349127910e+24,1.866663754887803582e+24,2.152666462683732598e+24,2.181218310790383292e+24
7.615230460921843837e-04,1.530361891476823727e+24,1.862901732805482289e+24,2.151658796171430220e+24,2.180505271903130743e+24
7.575150300601202463e-04,1.533720663248723511e+24,1.864781601255192477e+24,2.152162593685151200e+24,2.180861791337634238e+24
7.655310621242485212e-04,1.527009553768741706e+24,1.861024159992913865e+24,2.151155070507584164e+24,2.180148752486969710e+24
7.615230460921843837e-04,1.530361891476822385e+24,1.862901732805482826e+24,2.151658796171430220e+24,2.180505271903130743e+24
7.695390781563126587e-04,1.523663677768507243e+24,1.859148893246691075e+24,2.150651417058421380e+24,2.179792233089241067e+24
7.655310621242485212e-04,1.527009553768741706e+24,1.861024159992914670e+24,2.151155070507584433e+24,2.180148752486968636e+24
7.735470941883766877e-04,1.520324291028527740e+24,1.857275942970864850e+24,2.150147836188541374e+24,2.179435713710037691e+24
7.695390781563126587e-04,1.523663677768506437e+24,1.859148893246688927e+24,2.150651417058420038e+24,2.179792233089239188e+24
7.775551102204408252e-04,1.516991421009262868e+24,1.855405319544233594e+24,2.149644328262334002e+24,2.179079194349457830e+24
7.735470941883766877e-04,1.520324291028528008e+24,1.857275942970864045e+24,2.150147836188541374e+24,2.179435713710039033e+24
7.815631262525049626e-04,1.513665095078909420e+24,1.853537033320228559e+24,2.149140893643979205e+24,2.178722675007594095e+24
7.775551102204408252e-04,1.516991421009263673e+24,1.855405319544231984e+24,2.149644328262333465e+24,2.179079194349458099e+24
7.855711422845691001e-04,1.510345340513074626e+24,1.851671094626809425e+24,2.148637532697445397e+24,2.178366155684536948e+24
7.815631262525049626e-04,1.513665095078909957e+24,1.853537033320228559e+24,2.149140893643978937e+24,2.178722675007593290e+24
7.895791583166332376e-04,1.507032184494456180e+24,1.849807513766352900e+24,2.148134245786489465e+24,2.178009636380381414e+24
7.855711422845691001e-04,1.510345340513074895e+24,1.851671094626809694e+24,2.148637532697444592e+24,2.178366155684536948e+24
7.935871743486973750e-04,1.503725654112530313e+24,1.847946301015549907e+24,2.147631033274653009e+24,2.177653117095223327e+24
7.895791583166332376e-04,1.507032184494456717e+24,1.849807513766353437e+24,2.148134245786488391e+24,2.178009636380381683e+24
7.975951903807615125e-04,1.500425776363233165e+24,1.846087466625288819e+24,2.147127895525265567e+24,2.177296597829153953e+24
7.935871743486973750e-04,1.503725654112531655e+24,1.847946301015548565e+24,2.147631033274651667e+24,2.177653117095222253e+24
8.016032064128256500e-04,1.497132578148651547e+24,1.844231020820561501e+24,2.146624832901437901e+24,2.176940078582265098e+24
7.975951903807615125e-04,1.500425776363233165e+24,1.846087466625287745e+24,2.147127895525265030e+24,2.177296597829153685e+24
8.056112224448897874e-04,1.493846086276706719e+24,1.842376973800347617e+24,2.146121845766070857e+24,2.176583559354655009e+24
8.016032064128256500e-04,1.497132578148652084e+24,1.844231020820560695e+24,2.146624832901437901e+24,2.176940078582265635e+24
8.096192384769539249e-04,1.490566327460854019e+24,1.840525335737515043e+24,2.145618934481838720e+24,2.176227040146412538e+24
8.056112224448897874e-04,1.493846086276707793e+24,1.842376973800347886e+24,2.146121845766069783e+24,2.176583559354654472e+24
8.136272545090180624e-04,1.487293328319768517e+24,1.838676116778705240e+24,2.145116099411203982e+24,2.175870520957633785e+24
8.096192384769539249e-04,1.490566327460854288e+24,1.840525335737513969e+24,2.145618934481838183e+24,2.176227040146412269e+24
8.176352705410820914e-04,1.484027115377042760e+24,1.836829327044236353e+24,2.144613340916407138e+24,2.175514001788410018e+24
8.136272545090180624e-04,1.487293328319767443e+24,1.838676116778704167e+24,2.145116099411202103e+24,2.175870520957631906e+24
8.216432865731462289e-04,1.480767715060889617e+24,1.834984976627996908e+24,2.144110659359467222e+24,2.175157482638835727e+24
8.176352705410820914e-04,1.484027115377043029e+24,1.836829327044236622e+24,2.144613340916407138e+24,2.175514001788410823e+24
8.256513026052103663e-04,1.477515153703834915e+24,1.833143075597333874e+24,2.143608055102185300e+24,2.174800963509005668e+24
8.216432865731462289e-04,1.480767715060889617e+24,1.834984976627997176e+24,2.144110659359467758e+24,2.175157482638834921e+24
8.296593186372745038e-04,1.474269457542421626e+24,1.831303633992959520e+24,2.143105528506133730e+24,2.174444444399007890e+24
8.256513026052103663e-04,1.477515153703835452e+24,1.833143075597334411e+24,2.143608055102185300e+24,2.174800963509004326e+24
8.336673346693386413e-04,1.471030652716917272e+24,1.829466661828837325e+24,2.142603079932668782e+24,2.174087925308941176e+24
8.296593186372745038e-04,1.474269457542421894e+24,1.831303633992960056e+24,2.143105528506133730e+24,2.174444444399008158e+24
8.376753507014027787e-04,1.467798765271011669e+24,1.827632169092085881e+24,2.142100709742913721e+24,2.173731406238895988e+24
8.336673346693386413e-04,1.471030652716918615e+24,1.829466661828837593e+24,2.142603079932667708e+24,2.174087925308940370e+24
8.416833667334669162e-04,1.464573821151537210e+24,1.825800165742869370e+24,2.141598418297771159e+24,2.173374887188963596e+24
8.376753507014027787e-04,1.467798765271012205e+24,1.827632169092085344e+24,2.142100709742912647e+24,2.173731406238895183e+24
8.456913827655310537e-04,1.461355846208162053e+24,1.823970661714300661e+24,2.141096205957917418e+24,2.173018368159240098e+24
8.416833667334669162e-04,1.464573821151536673e+24,1.825800165742869370e+24,2.141598418297771159e+24,2.173374887188963864e+24
8.496993987975951911e-04,1.458144866193120336e+24,1.822143666912333933e+24,2.140594073083798769e+24,2.172661849149816227e+24
8.456913827655310537e-04,1.461355846208161516e+24,1.823970661714300393e+24,2.141096205957917418e+24,2.173018368159240367e+24
8.537074148296593286e-04,1.454940906760912337e+24,1.820319191215666964e+24,2.140092020035633046e+24,2.172305330160787545e+24
8.496993987975951911e-04,1.458144866193120336e+24,1.822143666912333127e+24,2.140594073083798232e+24,2.172661849149817569e+24
8.577154308617234661e-04,1.451743993468028524e+24,1.818497244475633762e+24,2.139590047173410181e+24,2.171948811192245319e+24
8.537074148296593286e-04,1.454940906760912874e+24,1.820319191215666964e+24,2.140092020035632509e+24,2.172305330160787008e+24
8.617234468937876035e-04,1.448554151772665548e+24,1.816677836516109264e+24,2.139088154856885223e+24,2.171592292244280819e+24
8.577154308617234661e-04,1.451743993468028524e+24,1.818497244475633493e+24,2.139590047173409644e+24,2.171948811192244514e+24
8.657314629258516326e-04,1.445371407034444117e+24,1.814860977133403308e+24,2.138586343445585054e+24,2.171235773316987460e+24
8.617234468937876035e-04,1.448554151772665548e+24,1.816677836516108458e+24,2.139088154856884149e+24,2.171592292244279209e+24
8.697394789579157700e-04,1.442195784514136806e+24,1.813046676096164532e+24,2.138084613298804358e+24,2.170879254410459462e+24
8.657314629258516326e-04,1.445371407034443580e+24,1.814860977133404113e+24,2.138586343445585054e+24,2.171235773316988265e+24
8.737474949899799075e-04,1.439027309373385121e+24,1.811234943145275952e+24,2.137582964775597568e+24,2.170522735524788363e+24
8.697394789579157700e-04,1.442195784514135732e+24,1.813046676096164263e+24,2.138084613298802748e+24,2.170879254410459194e+24
8.777555110220440450e-04,1.435866006674434557e+24,1.809425787993755644e+24,2.137081398234791755e+24,2.170166216660067308e+24
8.737474949899799075e-04,1.439027309373384852e+24,1.811234943145275415e+24,2.137582964775596226e+24,2.170522735524787557e+24
8.817635270541081824e-04,1.432711901379857840e+24,1.807619220326661711e+24,2.136579914034974005e+24,2.169809697816386493e+24
8.777555110220440450e-04,1.435866006674434557e+24,1.809425787993755107e+24,2.137081398234791218e+24,2.170166216660066503e+24
8.857715430861723199e-04,1.429565018352286492e+24,1.805815249800985991e+24,2.136078512534496794e+24,2.169453178993842823e+24
8.817635270541081824e-04,1.432711901379857840e+24,1.807619220326661979e+24,2.136579914034973736e+24,2.169809697816385956e+24
8.897795591182364574e-04,1.426425382354141588e+24,1.804013886045561440e+24,2.135577194091470737e+24,2.169096660192524075e+24
8.857715430861723199e-04,1.429565018352285955e+24,1.805815249800985991e+24,2.136078512534496257e+24,2.169453178993840675e+24
8.937875751503005948e-04,1.423293018047375523e+24,1.802215138660962546e+24,2.135075959063771301e+24,2.168740141412525009e+24
8.897795591182364574e-04,1.426425382354142125e+24,1.804013886045560903e+24,2.135577194091470201e+24,2.169096660192524075e+24
8.977955911823647323e-04,1.420167949993200893e+24,1.800419017219401981e+24,2.134574807809031821e+24,2.168383622653939307e+24
8.937875751503005948e-04,1.423293018047375523e+24,1.802215138660961472e+24,2.135075959063771301e+24,2.168740141412523935e+24
9.018036072144288698e-04,1.417050202651831990e+24,1.798625531264639600e+24,2.134073740684645921e+24,2.168027103916855017e+24
8.977955911823647323e-04,1.420167949993200625e+24,1.800419017219401444e+24,2.134574807809031284e+24,2.168383622653939039e+24
9.058116232464930072e-04,1.413939800382229788e+24,1.796834690311886612e+24,2.133572758047764829e+24,2.167670585201368507e+24
9.018036072144288698e-04,1.417050202651831722e+24,1.798625531264638795e+24,2.134073740684644848e+24,2.168027103916855285e+24
9.098196392785570363e-04,1.410836767441837806e+24,1.795046503847695248e+24,2.133071860255294690e+24,2.167314066507571313e+24
9.058116232464930072e-04,1.413939800382228715e+24,1.796834690311883927e+24,2.133572758047763219e+24,2.167670585201367701e+24
9.138276553106211737e-04,1.407741127986334604e+24,1.793260981329881190e+24,2.132571047663902472e+24,2.166957547835552287e+24
9.098196392785570363e-04,1.410836767441837806e+24,1.795046503847693101e+24,2.133071860255294153e+24,2.167314066507570507e+24
9.178356713426853112e-04,1.404652906069374750e+24,1.791478132187412702e+24,2.132070320630002816e+24,2.166601029185408336e+24
9.138276553106211737e-04,1.407741127986334604e+24,1.793260981329879043e+24,2.132571047663901935e+24,2.166957547835552824e+24
9.218436873747494487e-04,1.401572125642342927e+24,1.789697965820321513e+24,2.131569679509773869e+24,2.166244510557228579e+24
9.178356713426853112e-04,1.404652906069375287e+24,1.791478132187411897e+24,2.132070320630002547e+24,2.166601029185406994e+24
9.258517034068135861e-04,1.398498810554101342e+24,1.787920491599611543e+24,2.131069124659137156e+24,2.165887991951104821e+24
9.218436873747494487e-04,1.401572125642343196e+24,1.789697965820320976e+24,2.131569679509772795e+24,2.166244510557227505e+24
9.298597194388777236e-04,1.395432984550745441e+24,1.786145718867149659e+24,2.130568656433770997e+24,2.165531473367128598e+24
9.258517034068135861e-04,1.398498810554101610e+24,1.787920491599610469e+24,2.131069124659135277e+24,2.165887991951104284e+24
9.338677354709418611e-04,1.392374671275358299e+24,1.784373656935587551e+24,2.130068275189105144e+24,2.165174954805394401e+24
9.298597194388777236e-04,1.395432984550745441e+24,1.786145718867149122e+24,2.130568656433770997e+24,2.165531473367127793e+24
9.378757515030059985e-04,1.389323894267767144e+24,1.782604315088256512e+24,2.129567981280318359e+24,2.164818436265991886e+24
9.338677354709418611e-04,1.392374671275357762e+24,1.784373656935586209e+24,2.130068275189104607e+24,2.165174954805393596e+24
9.418837675350701360e-04,1.386280676964307940e+24,1.780837702579078314e+24,2.129067775062336539e+24,2.164461917749013127e+24
9.378757515030059985e-04,1.389323894267767681e+24,1.782604315088255975e+24,2.129567981280318628e+24,2.164818436265991618e+24
9.458917835671342735e-04,1.383245042697576548e+24,1.779073828632475283e+24,2.128567656889837815e+24,2.164105399254550734e+24
9.418837675350701360e-04,1.386280676964307403e+24,1.780837702579078314e+24,2.129067775062336808e+24,2.164461917749013664e+24
9.498997995991984109e-04,1.380217014696205120e+24,1.777312702443264267e+24,2.128067627117241277e+24,2.163748880782696512e+24
9.458917835671342735e-04,1.383245042697576011e+24,1.779073828632475820e+24,2.128567656889837278e+24,2.164105399254550466e+24
9.539078156312625484e-04,1.377196616084615942e+24,1.775554333176584963e+24,2.127567686098717445e+24,2.163392362333540656e+24
9.498997995991984109e-04,1.380217014696204315e+24,1.777312702443265609e+24,2.128067627117241277e+24,2.163748880782694633e+24
9.579158316633265774e-04,1.374183869882798097e+24,1.773798729967783687e+24,2.127067834188177529e+24,2.163035843907174164e+24
9.539078156312625484e-04,1.377196616084615674e+24,1.775554333176583353e+24,2.127567686098716639e+24,2.163392362333538777e+24
9.619238476953907149e-04,1.371178799006070434e+24,1.772045901922342235e+24,2.126568071739282022e+24,2.162679325503691795e+24
9.579158316633265774e-04,1.374183869882797291e+24,1.773798729967783419e+24,2.127067834188178066e+24,2.163035843907173896e+24
9.659318637274548524e-04,1.368181426264858234e+24,1.770295858115774807e+24,2.126068399105427544e+24,2.162322807123181058e+24
9.619238476953907149e-04,1.371178799006070434e+24,1.772045901922340625e+24,2.126568071739281754e+24,2.162679325503691258e+24
9.699398797595189898e-04,1.365191774364465038e+24,1.768548607593538346e+24,2.125568816639758117e+24,2.161966288765737517e+24
9.659318637274548524e-04,1.368181426264859040e+24,1.770295858115773733e+24,2.126068399105426739e+24,2.162322807123181058e+24
9.739478957915831273e-04,1.362209865904845547e+24,1.766804159370949059e+24,2.125069324695154696e+24,2.161609770431448414e+24
9.699398797595189898e-04,1.365191774364464501e+24,1.768548607593538346e+24,2.125568816639757580e+24,2.161966288765736444e+24
9.779559118236473732e-04,1.359235723380386584e+24,1.765062522433082824e+24,2.124569923624242149e+24,2.161253252120406894e+24
9.739478957915831273e-04,1.362209865904846084e+24,1.766804159370951207e+24,2.125069324695154964e+24,2.161609770431449219e+24
9.819639278557112938e-04,1.356269369179692880e+24,1.763323705734697077e+24,2.124070613779382815e+24,2.160896733832705569e+24
9.779559118236473732e-04,1.359235723380387121e+24,1.765062522433084167e+24,2.124569923624242149e+24,2.161253252120407968e+24
9.859719438877754313e-04,1.353310825585351657e+24,1.761587718200121289e+24,2.123571395512673818e+24,2.160540215568435438e+24
9.819639278557112938e-04,1.356269369179692075e+24,1.763323705734696809e+24,2.124070613779382278e+24,2.160896733832705032e+24
9.899799599198395687e-04,1.350360114773735057e+24,1.759854568723192274e+24,2.123072269175954315e+24,2.160183697327683474e+24
9.859719438877754313e-04,1.353310825585351120e+24,1.761587718200121021e+24,2.123571395512673818e+24,2.160540215568434633e+24
9.939879759519037062e-04,1.347417258814774392e+24,1.758124266167149768e+24,2.122573235120796907e+24,2.159827179110546583e+24
9.899799599198395687e-04,1.350360114773734789e+24,1.759854568723191200e+24,2.123072269175953778e+24,2.160183697327683742e+24
9.979959919839678437e-04,1.344482279671753444e+24,1.756396819364554287e+24,2.122074293698507638e+24,2.159470660917111200e+24
9.939879759519037062e-04,1.347417258814774392e+24,1.758124266167148694e+24,2.122573235120796101e+24,2.159827179110546046e+24
1.002004008016031981e-03,1.341555199201096942e+24,1.754672237117195053e+24,2.121575445260129488e+24,2.159114142747471009e+24
9.979959919839678437e-04,1.344482279671753444e+24,1.756396819364553482e+24,2.122074293698507638e+24,2.159470660917110931e+24
1.006012024048096119e-03,1.338636039152160911e+24,1.752950528196014028e+24,2.121076690156438608e+24,2.158757624601715937e+24
1.002004008016031981e-03,1.341555199201096405e+24,1.754672237117195053e+24,2.121575445260130830e+24,2.159114142747470741e+24
1.010020040080160256e-03,1.335724821167027591e+24,1.751231701340999882e+24,2.120578028737940569e+24,2.158401106479937789e+24
1.006012024048096119e-03,1.338636039152160375e+24,1.752950528196014028e+24,2.121076690156439145e+24,2.158757624601715401e+24
1.014028056112224394e-03,1.332821566780300883e+24,1.749515765261122226e+24,2.120079461354873580e+24,2.158044588382224610e+24
1.010020040080160256e-03,1.335724821167026785e+24,1.751231701340999345e+24,2.120578028737940301e+24,2.158401106479935910e+24
1.018036072144288531e-03,1.329926297418908786e+24,1.747802728634229874e+24,2.119580988357205534e+24,2.157688070308670355e+24
1.014028056112224394e-03,1.332821566780301151e+24,1.749515765261121958e+24,2.120079461354873312e+24,2.158044588382224879e+24
1.022044088176352668e-03,1.327039034401892673e+24,1.746092600106972999e+24,2.119082610094634011e+24,2.157331552259365753e+24
1.018036072144288531e-03,1.329926297418907712e+24,1.747802728634228800e+24,2.119580988357205534e+24,2.157688070308669281e+24
1.026052104208416806e-03,1.324159798940221535e+24,1.744385388294715082e+24,2.118584326916583859e+24,2.156975034234397509e+24
1.022044088176352668e-03,1.327039034401892405e+24,1.746092600106972462e+24,2.119082610094634011e+24,2.157331552259364142e+24
1.030060120240480943e-03,1.321288612136585821e+24,1.742681101781452924e+24,2.118086139172207735e+24,2.156618516233860650e+24
1.026052104208416806e-03,1.324159798940220999e+24,1.744385388294713740e+24,2.118584326916583323e+24,2.156975034234396972e+24
1.034068136272545081e-03,1.318425494985209532e+24,1.740979749119725104e+24,2.117588047210383952e+24,2.156261998257843491e+24
1.030060120240480943e-03,1.321288612136585284e+24,1.742681101781451581e+24,2.118086139172207467e+24,2.156618516233860113e+24
1.038076152304609218e-03,1.315570468371654536e+24,1.739281338830530648e+24,2.117090051379717290e+24,2.155905480306436226e+24
1.034068136272545081e-03,1.318425494985209532e+24,1.740979749119723494e+24,2.117588047210383684e+24,2.156261998257842418e+24
1.042084168336673356e-03,1.312723553072634269e+24,1.737585879403250105e+24,2.116592152028534696e+24,2.155548962379731466e+24
1.038076152304609218e-03,1.315570468371655073e+24,1.739281338830529575e+24,2.117090051379715679e+24,2.155905480306435153e+24
1.046092184368737493e-03,1.309884769755818317e+24,1.735893379295555086e+24,2.116094349504886897e+24,2.155192444477816183e+24
1.042084168336673356e-03,1.312723553072634269e+24,1.737585879403250374e+24,2.116592152028533085e+24,2.155548962379730124e+24
1.050100200400801631e-03,1.307054138979652295e+24,1.734203846933335786e+24,2.115596644156547598e+24,2.154835926600784061e+24
1.046092184368737493e-03,1.309884769755817780e+24,1.735893379295555623e+24,2.116094349504886361e+24,2.155192444477815914e+24
1.054108216432865768e-03,1.304231681193172089e+24,1.732517290710601394e+24,2.115099036331013206e+24,2.154479408748723417e+24
1.050100200400801631e-03,1.307054138979652563e+24,1.734203846933334712e+24,2.115596644156548135e+24,2.154835926600782719e+24
1.058116232464929906e-03,1.301417416735822126e+24,1.730833718989418356e+24,2.114601526375497198e+24,2.154122890921724980e+24
1.054108216432865768e-03,1.304231681193172626e+24,1.732517290710601931e+24,2.115099036331012132e+24,2.154479408748721806e+24
1.062124248496994043e-03,1.298611365837269885e+24,1.729153140099817222e+24,2.114104114636933344e+24,2.153766373119878140e+24
1.058116232464929906e-03,1.301417416735821589e+24,1.730833718989417819e+24,2.114601526375496662e+24,2.154122890921723638e+24
1.066132264529058181e-03,1.295813548617234366e+24,1.727475562339710779e+24,2.113606801461976238e+24,2.153409855343274433e+24
1.062124248496994043e-03,1.298611365837269885e+24,1.729153140099816417e+24,2.114104114636933076e+24,2.153766373119877066e+24
1.070140280561122318e-03,1.293023985085304629e+24,1.725800993974820496e+24,2.113109587196994860e+24,2.153053337592002444e+24
1.066132264529058181e-03,1.295813548617234635e+24,1.727475562339710242e+24,2.113606801461975970e+24,2.153409855343273359e+24
1.074148296593186239e-03,1.290242695140767726e+24,1.724129443238593580e+24,2.112612472188075527e+24,2.152696819866151560e+24
1.070140280561122318e-03,1.293023985085304629e+24,1.725800993974820765e+24,2.113109587196994860e+24,2.153053337592001907e+24
1.078156312625250376e-03,1.287469698572434218e+24,1.722460918332118417e+24,2.112115456781021356e+24,2.152340302165815199e+24
1.074148296593186239e-03,1.290242695140768263e+24,1.724129443238592775e+24,2.112612472188076063e+24,2.152696819866151560e+24
1.082164328657314514e-03,1.284705015058469327e+24,1.720795427424054509e+24,2.111618541321348241e+24,2.151983784491079258e+24
1.078156312625250376e-03,1.287469698572434218e+24,1.722460918332116806e+24,2.112115456781020819e+24,2.152340302165815199e+24
1.086172344689378651e-03,1.281948664166218996e+24,1.719132978650539868e+24,2.111121726154285920e+24,2.151627266842037422e+24
1.082164328657314514e-03,1.284705015058468790e+24,1.720795427424052093e+24,2.111618541321348241e+24,2.151983784491078721e+24
1.090180360721442789e-03,1.279200665352051504e+24,1.717473580115133299e+24,2.110625011624777712e+24,2.151270749218773980e+24
1.086172344689378651e-03,1.281948664166219264e+24,1.719132978650539599e+24,2.111121726154285651e+24,2.151627266842036349e+24
1.094188376753506926e-03,1.276461037961184601e+24,1.715817239888714543e+24,2.110128398077477563e+24,2.150914231621383690e+24
1.090180360721442789e-03,1.279200665352051236e+24,1.717473580115133299e+24,2.110625011624776638e+24,2.151270749218773175e+24
1.098196392785571063e-03,1.273729801227525247e+24,1.714163966009423612e+24,2.109631885856748973e+24,2.150557714049952719e+24
1.094188376753506926e-03,1.276461037961184601e+24,1.715817239888715080e+24,2.110128398077476490e+24,2.150914231621382885e+24
1.102204408817635201e-03,1.271006974273509625e+24,1.712513766482571128e+24,2.109135475306669286e+24,2.150201196504573140e+24
1.098196392785571063e-03,1.273729801227525247e+24,1.714163966009423075e+24,2.109631885856747899e+24,2.150557714049952182e+24
1.106212424849699338e-03,1.268292576109941546e+24,1.710866649280569607e+24,2.108639166771018691e+24,2.149844678985333000e+24
1.102204408817635201e-03,1.271006974273508820e+24,1.712513766482569786e+24,2.109135475306667943e+24,2.150201196504572066e+24
1.110220440881763476e-03,1.265586625635836754e+24,1.709222622342855073e+24,2.108142960593289882e+24,2.149488161492321689e+24
1.106212424849699338e-03,1.268292576109941278e+24,1.710866649280568533e+24,2.108639166771018154e+24,2.149844678985332195e+24
1.114228456913827613e-03,1.262889141638264011e+24,1.707581693575813512e+24,2.107646857116681348e+24,2.149131644025629401e+24
1.110220440881763476e-03,1.265586625635837559e+24,1.709222622342854537e+24,2.108142960593289613e+24,2.149488161492320884e+24
1.118236472945891751e-03,1.260200142792197998e+24,1.705943870852694695e+24,2.107150856684094418e+24,2.148775126585344182e+24
1.114228456913827613e-03,1.262889141638265085e+24,1.707581693575811633e+24,2.107646857116681079e+24,2.149131644025628327e+24
1.122244488977955888e-03,1.257519647660357177e+24,1.704309162013556623e+24,2.106654959638140783e+24,2.148418609171556496e+24
1.118236472945891751e-03,1.260200142792197730e+24,1.705943870852694695e+24,2.107150856684094418e+24,2.148775126585343646e+24
1.126252505010020026e-03,1.254847674693064742e+24,1.702677574865172637e+24,2.106159166321130945e+24,2.148062091784354120e+24
1.122244488977955888e-03,1.257519647660357445e+24,1.704309162013556086e+24,2.106654959638140514e+24,2.148418609171555691e+24
1.130260521042084163e-03,1.252184242228091855e+24,1.701049117180966468e+24,2.105663477075079862e+24,2.147705574423828592e+24
1.126252505010020026e-03,1.254847674693063937e+24,1.702677574865172101e+24,2.106159166321130409e+24,2.148062091784353315e+24
1.134268537074148301e-03,1.249529368490517518e+24,1.699423796700939479e+24,2.105167892241707212e+24,2.147349057090066078e+24
1.130260521042084163e-03,1.252184242228091586e+24,1.701049117180967004e+24,2.105663477075079326e+24,2.147705574423827518e+24
1.138276553106212438e-03,1.246883071592578253e+24,1.697801621131591489e+24,2.104672412162430144e+24,2.146992539783157042e+24
1.134268537074148301e-03,1.249529368490517249e+24,1.699423796700938943e+24,2.105167892241706138e+24,2.147349057090065810e+24
1.142284569138276576e-03,1.244245369533534959e+24,1.696182598145853385e+24,2.104177037178367579e+24,2.146636022503191947e+24
1.138276553106212438e-03,1.246883071592579058e+24,1.697801621131591221e+24,2.104672412162428533e+24,2.146992539783157311e+24
1.146292585170340713e-03,1.241616280199516945e+24,1.694566735383014383e+24,2.103681767630335908e+24,2.146279505250255618e+24
1.142284569138276576e-03,1.244245369533533885e+24,1.696182598145853117e+24,2.104177037178365968e+24,2.146636022503190336e+24
1.150300601202404851e-03,1.238995821363396847e+24,1.692954040448644446e+24,2.103186603858854098e+24,2.145922988024439859e+24
1.146292585170340713e-03,1.241616280199516408e+24,1.694566735383013309e+24,2.103681767630335103e+24,2.146279505250256155e+24
1.154308617234468988e-03,1.236384010684649425e+24,1.691344520914533083e+24,2.102691546204134829e+24,2.145566470825833793e+24
1.150300601202404851e-03,1.238995821363396847e+24,1.692954040448643641e+24,2.103186603858853024e+24,2.145922988024441201e+24
1.158316633266533125e-03,1.233780865709211709e+24,1.689738184318607207e+24,2.102196595006085303e+24,2.145209953654526001e+24
1.154308617234468988e-03,1.236384010684648888e+24,1.691344520914531741e+24,2.102691546204134829e+24,2.145566470825833524e+24
1.162324649298597263e-03,1.231186403869353348e+24,1.688135038164870470e+24,2.101701750604315564e+24,2.144853436510601310e+24
1.158316633266533125e-03,1.233780865709211440e+24,1.689738184318606939e+24,2.102196595006085840e+24,2.145209953654524659e+24
1.166332665330661184e-03,1.228600642483546684e+24,1.686535089923325413e+24,2.101207013338120779e+24,2.144496919394152868e+24
1.162324649298597263e-03,1.231186403869353616e+24,1.688135038164870202e+24,2.101701750604316101e+24,2.144853436510601579e+24
1.170340681362725321e-03,1.226023598756332535e+24,1.684938347029911998e+24,2.100712383546497887e+24,2.144140402305266035e+24
1.166332665330661184e-03,1.228600642483546952e+24,1.686535089923325413e+24,2.101207013338121048e+24,2.144496919394152868e+24
1.174348697394789458e-03,1.223455289778193763e+24,1.683344816886426003e+24,2.100217861568129753e+24,2.143783885244033424e+24
1.170340681362725321e-03,1.226023598756333072e+24,1.684938347029910119e+24,2.100712383546497887e+24,2.144140402305266035e+24
1.178356713426853596e-03,1.220895732525432329e+24,1.681754506860464527e+24,2.099723447741394572e+24,2.143427368210537711e+24
1.174348697394789458e-03,1.223455289778194300e+24,1.683344816886425735e+24,2.100217861568128948e+24,2.143783885244032887e+24
1.182364729458917733e-03,1.218344943860032928e+24,1.680167424285349759e+24,2.099229142404361030e+24,2.143070851204871507e+24
1.178356713426853596e-03,1.220895732525431792e+24,1.681754506860463991e+24,2.099723447741393498e+24,2.143427368210537711e+24
1.186372745490981871e-03,1.215802940529557497e+24,1.678583576460059715e+24,2.098734945894786161e+24,2.142714334227120712e+24
1.182364729458917733e-03,1.218344943860033197e+24,1.680167424285348953e+24,2.099229142404360493e+24,2.143070851204871507e+24
1.190380761523046008e-03,1.213269739167010991e+24,1.677002970649167311e+24,2.098240858550117224e+24,2.142357817277374714e+24
1.186372745490981871e-03,1.215802940529557497e+24,1.678583576460059178e+24,2.098734945894785624e+24,2.142714334227121249e+24
1.194388777555110146e-03,1.210745356290724620e+24,1.675425614082767342e+24,2.097746880707490092e+24,2.142001300355722097e+24
1.190380761523046008e-03,1.213269739167010454e+24,1.677002970649167579e+24,2.098240858550116150e+24,2.142357817277374714e+24
1.198396793587174283e-03,1.208229808304241357e+24,1.673851513956415551e+24,2.097253012703723618e+24,2.141644783462249029e+24
1.194388777555110146e-03,1.210745356290725157e+24,1.675425614082767610e+24,2.097746880707489824e+24,2.142001300355720487e+24
1.202404809619238421e-03,1.205723111496199843e+24,1.672280677431055076e+24,2.096759254875327145e+24,2.141288266597044899e+24
1.198396793587174283e-03,1.208229808304242163e+24,1.673851513956413940e+24,2.097253012703722544e+24,2.141644783462248761e+24
1.206412825651302558e-03,1.203225282040215735e+24,1.670713111632955784e+24,2.096265607558492462e+24,2.140931749760196143e+24
1.202404809619238421e-03,1.205723111496199843e+24,1.672280677431054808e+24,2.096759254875325266e+24,2.141288266597044362e+24
1.210420841683366696e-03,1.200736335994772185e+24,1.669148823653655215e+24,2.095772071089097016e+24,2.140575232951793224e+24
1.206412825651302558e-03,1.203225282040215198e+24,1.670713111632956858e+24,2.096265607558491657e+24,2.140931749760196411e+24
